Action,PlayerScore,OpponentScore,AccruedScore,NumDiceAvailable,Dice1,Dice2,Dice3,Dice4,Dice5,Dice6,Outcome1,Outcome2,Outcome3,Outcome4,Outcome5,Outcome6
1,3900,600,4800,2,1,3,0,0,0,0,1,0,0,0,0,0
1,4450,4900,900,2,5,6,0,0,0,0,1,0,0,0,0,0
0,10750,1500,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,3250,550,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9100,5200,0,3,5,1,2,0,0,0,0,1,0,0,0,0
0,8000,2400,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,250,900,250,5,0,0,0,0,0,0,1,0,0,0,0,0
1,3200,9100,850,3,2,5,2,0,0,0,0,1,0,0,0,0
0,1200,450,700,4,0,0,0,0,0,0,1,0,0,0,0,0
1,2750,7100,7000,3,5,1,5,0,0,0,0,1,0,0,0,0
1,4550,3900,1000,6,3,6,5,4,4,3,0,0,1,0,0,0
1,5700,5500,5450,3,5,3,6,0,0,0,1,0,0,0,0,0
0,350,5100,250,5,0,0,0,0,0,0,1,0,0,0,0,0
0,750,9800,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,4200,10200,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,9100,4600,0,3,6,5,6,0,0,0,0,1,0,0,0,0
1,9150,4800,500,2,2,6,0,0,0,0,0,1,0,0,0,0
0,5700,50,600,5,0,0,0,0,0,0,1,0,0,0,0,0
1,200,7500,50,5,4,1,3,1,4,0,0,1,0,1,0,0
0,3050,10050,50,1,0,0,0,0,0,0,1,0,0,0,0,0
1,5850,5350,0,2,6,2,0,0,0,0,1,0,0,0,0,0
0,5350,200,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,850,8850,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3550,3550,8800,3,0,0,0,0,0,0,1,0,0,0,0,0
1,10200,6850,0,4,2,1,1,4,0,0,0,1,1,0,0,0
1,1150,7550,550,4,1,1,5,4,0,0,1,1,0,0,0,0
0,4500,5500,3650,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7550,4950,0,4,6,3,4,6,0,0,1,0,0,1,0,0
0,1550,350,600,4,0,0,0,0,0,0,1,0,0,0,0,0
0,8700,7000,2300,6,0,0,0,0,0,0,1,0,0,0,0,0
0,200,8800,900,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8600,10600,650,4,3,5,4,5,0,0,0,1,0,1,0,0
0,7000,2100,400,6,0,0,0,0,0,0,1,0,0,0,0,0
0,2400,3250,1100,4,0,0,0,0,0,0,1,0,0,0,0,0
1,800,2850,550,3,6,5,4,0,0,0,0,1,0,0,0,0
1,8300,2700,0,4,3,5,4,2,0,0,0,1,0,0,0,0
0,50,2150,100,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7000,5600,700,5,3,5,3,3,5,0,1,1,1,1,1,0
1,750,10000,1650,2,3,2,0,0,0,0,0,1,0,0,0,0
0,7100,7050,500,6,0,0,0,0,0,0,1,0,0,0,0,0
0,4850,9050,1900,4,0,0,0,0,0,0,1,0,0,0,0,0
0,9750,7700,950,4,0,0,0,0,0,0,1,0,0,0,0,0
0,1150,7250,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3600,9750,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,3250,7400,450,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1800,1900,1000,6,2,5,3,1,3,5,0,0,0,1,0,0
0,8300,1350,1000,4,0,0,0,0,0,0,1,0,0,0,0,0
1,3250,5850,600,6,4,2,4,2,5,3,0,0,0,0,1,0
1,4100,700,500,4,4,4,5,1,0,0,0,0,0,1,0,0
1,150,2100,0,3,6,5,6,0,0,0,0,1,0,0,0,0
0,2200,5650,550,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6050,9100,3900,6,6,1,1,3,2,5,0,1,1,0,0,0
1,3050,6350,100,3,1,6,1,0,0,0,1,0,1,0,0,0
0,7850,3000,300,6,0,0,0,0,0,0,1,0,0,0,0,0
0,10900,9750,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6100,5700,0,5,6,5,4,3,6,0,0,1,0,0,0,0
0,3150,7500,100,5,0,0,0,0,0,0,1,0,0,0,0,0
0,5100,5900,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,7200,4150,900,6,4,5,1,1,5,2,0,0,1,1,0,0
1,8400,8000,0,2,3,1,0,0,0,0,0,1,0,0,0,0
1,5050,6200,450,5,1,5,3,4,6,0,1,0,0,0,0,0
1,3000,50,600,4,2,2,2,4,0,0,1,1,1,0,0,0
0,7700,1450,7700,3,0,0,0,0,0,0,1,0,0,0,0,0
0,9700,650,850,4,0,0,0,0,0,0,1,0,0,0,0,0
1,4500,8400,600,3,6,2,6,0,0,0,1,0,1,0,0,0
0,4250,2500,800,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10700,4450,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,1650,9350,350,2,0,0,0,0,0,0,1,0,0,0,0,0
1,10850,9700,0,4,3,3,5,4,0,0,0,0,1,0,0,0
1,9950,3450,0,5,6,5,2,5,2,0,0,1,0,1,0,0
0,3800,900,750,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5700,1500,0,2,1,4,0,0,0,0,1,0,0,0,0,0
0,2550,9950,400,6,0,0,0,0,0,0,1,0,0,0,0,0
0,1600,6300,1250,2,0,0,0,0,0,0,0,0,0,0,0,0
1,5550,650,50,2,5,6,0,0,0,0,1,0,0,0,0,0
1,3250,6400,150,2,3,1,0,0,0,0,0,1,0,0,0,0
1,1350,650,1550,2,6,5,0,0,0,0,0,1,0,0,0,0
1,6600,8850,500,5,2,6,3,2,2,0,0,1,0,0,0,0
1,9150,9500,1150,3,2,5,6,0,0,0,0,1,0,0,0,0
0,8950,4900,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,1500,10600,0,6,3,5,1,3,4,2,0,0,1,0,0,0
1,7800,8200,600,3,5,3,2,0,0,0,1,0,0,0,0,0
1,9050,2200,1300,2,4,5,0,0,0,0,0,1,0,0,0,0
0,8700,4950,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,9450,5900,0,2,4,2,0,0,0,0,0,1,0,0,0,0
0,4800,9050,950,2,0,0,0,0,0,0,1,0,0,0,0,0
1,4700,10000,1950,3,5,1,4,0,0,0,0,1,0,0,0,0
0,4450,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10050,9250,550,2,3,5,0,0,0,0,0,1,0,0,0,0
0,10000,2100,750,6,0,0,0,0,0,0,1,0,0,0,0,0
1,4850,4050,3450,4,4,2,3,6,0,0,0,0,0,1,0,0
0,2100,6800,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,10300,2550,950,5,6,4,5,2,3,0,0,0,1,0,0,0
1,9750,9000,0,6,2,4,6,5,1,2,0,0,0,0,1,0
1,6100,9350,0,5,4,4,5,1,3,0,0,0,0,1,0,0
1,50,10850,1900,4,6,5,4,4,0,0,0,1,0,0,0,0
1,6450,5950,0,5,3,3,5,5,6,0,0,0,1,1,0,0
1,4350,4500,0,5,3,2,5,3,3,0,0,0,1,0,0,0
0,1300,3200,900,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3000,4500,850,5,6,4,3,1,1,0,0,0,0,1,1,0
1,9750,6100,200,6,2,1,5,3,1,5,0,1,0,0,1,0
0,4950,4000,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,7800,7700,600,6,1,4,6,6,2,1,1,0,0,0,0,1
1,4350,5050,1300,5,4,3,4,2,5,0,0,0,0,0,1,0
0,9500,2750,1150,3,0,0,0,0,0,0,1,0,0,0,0,0
0,2050,1400,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,750,10600,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4450,850,0,5,1,2,6,3,3,0,1,0,0,0,0,0
1,5500,7850,0,6,2,2,5,6,4,6,0,0,1,0,0,0
0,4700,5950,650,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4100,7850,0,5,5,4,3,6,2,0,1,0,0,0,0,0
0,5900,8100,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,6400,9800,250,2,0,0,0,0,0,0,1,0,0,0,0,0
0,6400,6350,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9550,5400,0,4,4,5,6,1,0,0,0,0,0,1,0,0
1,9750,3750,0,2,5,4,0,0,0,0,1,0,0,0,0,0
1,3000,2200,0,3,1,3,4,0,0,0,1,0,0,0,0,0
0,10200,4200,150,4,0,0,0,0,0,0,1,0,0,0,0,0
1,4700,9150,650,6,2,2,3,5,3,3,0,0,0,1,0,0
0,10750,7650,1600,4,0,0,0,0,0,0,1,0,0,0,0,0
1,10000,3950,1750,2,1,4,0,0,0,0,1,0,0,0,0,0
1,1650,9350,650,3,2,6,4,0,0,0,0,1,0,0,0,0
1,5950,5600,800,4,1,4,1,5,0,0,1,0,1,0,0,0
0,7000,7100,1000,2,0,0,0,0,0,0,1,0,0,0,0,0
0,9050,6850,700,5,0,0,0,0,0,0,1,0,0,0,0,0
0,2350,7950,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,7800,8800,750,2,0,0,0,0,0,0,1,0,0,0,0,0
1,4300,5400,1300,6,2,1,5,3,3,6,0,1,0,0,0,0
1,9850,4700,350,6,6,3,3,1,5,1,0,0,0,1,0,1
1,1750,4400,3150,4,1,5,5,5,0,0,1,1,1,1,0,0
0,9600,7650,200,1,0,0,0,0,0,0,0,0,0,0,0,0
1,700,1900,400,6,2,6,4,6,4,1,0,0,0,0,0,1
0,1900,200,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,6200,6850,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,7250,4300,1150,6,1,1,4,4,1,6,1,1,0,0,1,0
1,1650,8400,2400,6,6,4,4,3,4,6,0,1,1,0,1,0
1,3000,9700,0,5,4,2,4,6,1,0,0,0,0,0,1,0
1,10750,5400,0,4,5,4,5,4,0,0,1,0,1,0,0,0
1,7900,7350,0,6,5,2,6,3,1,4,0,0,0,0,1,0
1,8000,2250,0,6,1,4,4,3,4,1,1,1,1,0,1,1
1,2300,7050,0,6,1,2,4,2,3,2,1,0,0,0,0,0
1,300,500,600,6,2,1,2,6,2,6,0,1,0,0,0,0
1,7150,10750,200,6,4,5,5,3,5,1,0,1,1,0,1,1
0,6050,700,750,2,0,0,0,0,0,0,1,0,0,0,0,0
0,7850,9100,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,2150,7450,400,5,6,5,4,3,5,0,0,1,0,0,1,0
1,2950,6600,0,4,6,1,5,5,0,0,0,1,0,0,0,0
0,7150,7200,500,2,0,0,0,0,0,0,1,0,0,0,0,0
1,2900,3300,0,6,5,5,1,5,5,4,1,1,1,1,1,0
0,2350,4900,8700,5,0,0,0,0,0,0,1,0,0,0,0,0
1,6050,1650,1450,6,2,3,6,2,6,4,1,0,0,1,0,0
0,9400,8750,750,6,0,0,0,0,0,0,1,0,0,0,0,0
1,600,3900,300,2,3,5,0,0,0,0,0,1,0,0,0,0
0,3200,2500,2050,4,0,0,0,0,0,0,1,0,0,0,0,0
0,9600,7100,8950,6,0,0,0,0,0,0,1,0,0,0,0,0
0,4250,1850,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,7750,9300,8200,3,0,0,0,0,0,0,1,0,0,0,0,0
0,8500,900,500,3,0,0,0,0,0,0,1,0,0,0,0,0
0,3650,3800,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,10000,2100,650,6,0,0,0,0,0,0,1,0,0,0,0,0
0,5800,7300,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,6000,4500,1650,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4250,3250,850,2,0,0,0,0,0,0,1,0,0,0,0,0
1,1850,5050,2100,4,4,3,3,4,0,0,0,1,1,0,0,0
0,4100,2550,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,3550,2250,800,5,3,6,2,3,5,0,0,0,0,0,1,0
0,4250,2250,200,3,0,0,0,0,0,0,1,0,0,0,0,0
0,7900,6050,400,5,0,0,0,0,0,0,1,0,0,0,0,0
1,2400,3050,600,4,4,2,6,2,0,0,0,0,1,0,0,0
1,7900,7350,300,4,5,3,3,5,0,0,1,0,0,1,0,0
0,5350,9650,2400,2,0,0,0,0,0,0,0,0,0,0,0,0
0,2100,6700,200,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6400,4150,50,6,0,0,0,0,0,0,1,0,0,0,0,0
1,8300,8950,0,4,4,4,3,2,0,0,0,0,0,1,0,0
1,9450,7150,100,4,6,6,4,2,0,0,1,1,0,0,0,0
1,9000,5450,250,3,2,6,1,0,0,0,0,0,1,0,0,0
0,8900,3400,700,5,0,0,0,0,0,0,1,0,0,0,0,0
1,550,7700,500,6,4,6,4,4,6,6,1,1,1,1,1,1
1,5500,3500,0,2,4,5,0,0,0,0,0,1,0,0,0,0
0,950,1150,950,3,0,0,0,0,0,0,1,0,0,0,0,0
0,8100,10950,1350,5,0,0,0,0,0,0,1,0,0,0,0,0
0,3400,4450,2600,5,0,0,0,0,0,0,1,0,0,0,0,0
1,7900,9350,300,5,2,5,4,6,2,0,0,1,0,0,0,0
0,3250,7850,450,4,0,0,0,0,0,0,1,0,0,0,0,0
1,7250,2350,1000,5,6,6,2,4,1,0,0,0,0,0,1,0
0,250,550,650,3,0,0,0,0,0,0,1,0,0,0,0,0
1,600,5150,0,5,4,2,6,4,5,0,0,0,0,0,1,0
0,800,1900,600,4,0,0,0,0,0,0,1,0,0,0,0,0
1,6850,250,0,3,6,3,2,0,0,0,1,0,0,0,0,0
0,4850,7950,950,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3800,6600,4900,5,0,0,0,0,0,0,1,0,0,0,0,0
1,2200,2400,0,4,2,4,4,4,0,0,0,1,1,1,0,0
0,8200,1050,800,2,0,0,0,0,0,0,1,0,0,0,0,0
1,3300,3200,0,5,1,4,5,4,3,0,1,0,0,0,0,0
1,7050,3900,1900,4,3,1,1,2,0,0,0,1,1,0,0,0
0,9600,5200,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,1850,6500,950,2,0,0,0,0,0,0,1,0,0,0,0,0
0,4250,9850,100,2,0,0,0,0,0,0,1,0,0,0,0,0
1,1300,3050,0,2,2,5,0,0,0,0,0,1,0,0,0,0
0,5300,6000,1650,4,0,0,0,0,0,0,1,0,0,0,0,0
0,9900,6400,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,9750,4000,900,6,0,0,0,0,0,0,1,0,0,0,0,0
1,5950,10250,0,6,4,4,5,5,5,1,0,0,1,1,1,1
1,2900,8200,1850,3,4,6,1,0,0,0,0,0,1,0,0,0
1,9250,7150,0,6,4,3,5,2,3,2,0,0,1,0,0,0
1,8950,600,800,2,4,6,0,0,0,0,0,1,0,0,0,0
1,4900,6950,350,6,6,1,6,6,1,5,1,1,1,1,1,0
1,9650,4250,0,4,2,5,6,2,0,0,0,1,0,0,0,0
0,9250,7600,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9050,10000,0,4,2,2,5,4,0,0,0,0,1,0,0,0
1,5750,750,0,4,5,5,4,6,0,0,1,1,0,0,0,0
1,5050,4300,0,3,6,2,6,0,0,0,1,0,1,0,0,0
0,600,2550,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,4550,900,800,5,1,2,2,5,2,0,1,0,0,0,0,0
1,4650,4350,350,3,2,3,2,0,0,0,1,0,1,0,0,0
0,2350,5950,250,2,0,0,0,0,0,0,1,0,0,0,0,0
1,3500,7900,650,2,1,4,0,0,0,0,1,0,0,0,0,0
0,9650,450,1850,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4600,9950,850,4,1,5,5,6,0,0,1,0,0,0,0,0
1,5150,9800,1350,3,3,4,3,0,0,0,1,0,1,0,0,0
0,4100,7450,700,5,0,0,0,0,0,0,1,0,0,0,0,0
0,650,2500,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,9700,7000,850,5,3,6,3,2,1,0,0,0,0,0,1,0
0,7150,9050,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,100,2000,250,5,0,0,0,0,0,0,1,0,0,0,0,0
0,3500,10500,2400,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3650,7850,700,5,6,4,2,4,6,0,0,0,1,0,0,0
0,10300,1900,450,3,0,0,0,0,0,0,1,0,0,0,0,0
1,3850,4750,200,4,5,4,4,3,0,0,1,0,0,0,0,0
0,5400,7950,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,6200,600,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,1800,6850,500,6,1,4,1,4,5,6,1,0,1,0,0,0
0,2000,1850,550,2,0,0,0,0,0,0,1,0,0,0,0,0
1,5250,5600,1300,4,2,5,6,1,0,0,0,0,0,1,0,0
0,3950,8650,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9000,2450,3400,4,5,6,1,6,0,0,0,0,1,0,0,0
1,6100,2100,400,3,2,4,4,0,0,0,1,0,0,0,0,0
1,9600,5850,0,5,1,5,1,4,3,0,1,0,1,0,0,0
1,8500,3350,1800,6,4,4,4,4,3,6,1,1,1,1,0,0
1,3100,350,800,2,2,4,0,0,0,0,1,0,0,0,0,0
0,9500,5200,550,2,0,0,0,0,0,0,1,0,0,0,0,0
1,10900,3750,400,4,5,5,2,3,0,0,1,1,0,0,0,0
1,8050,11000,800,2,1,2,0,0,0,0,1,0,0,0,0,0
1,2700,5400,800,2,2,1,0,0,0,0,0,1,0,0,0,0
1,9100,6950,450,6,5,4,3,2,3,2,1,0,0,0,0,0
1,850,5500,150,2,2,3,0,0,0,0,1,0,0,0,0,0
1,4700,7350,100,5,6,1,6,4,1,0,0,1,0,0,1,0
0,8050,2150,450,6,0,0,0,0,0,0,1,0,0,0,0,0
1,8100,5300,0,4,5,6,2,4,0,0,1,0,0,0,0,0
1,4250,2700,700,5,4,6,6,2,5,0,0,0,0,0,1,0
1,1700,1650,1800,2,4,2,0,0,0,0,0,1,0,0,0,0
0,1250,3800,650,5,0,0,0,0,0,0,1,0,0,0,0,0
1,5800,8450,1850,5,5,1,6,5,1,0,0,1,0,0,1,0
0,6400,4150,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,7200,9700,350,5,0,0,0,0,0,0,1,0,0,0,0,0
0,3550,5850,700,4,0,0,0,0,0,0,1,0,0,0,0,0
0,1250,2000,100,5,0,0,0,0,0,0,1,0,0,0,0,0
1,7700,3700,1950,6,5,5,5,5,1,6,1,1,1,1,1,0
0,200,9300,850,4,0,0,0,0,0,0,1,0,0,0,0,0
1,7050,4400,0,4,3,6,6,6,0,0,0,1,1,1,0,0
0,8300,1000,4300,3,0,0,0,0,0,0,1,0,0,0,0,0
1,1600,1200,750,4,3,6,4,3,0,0,0,1,0,0,0,0
1,8100,7000,0,6,2,5,3,2,5,2,0,1,0,0,1,0
0,2450,7900,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,6400,11000,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,8650,2800,3100,4,0,0,0,0,0,0,1,0,0,0,0,0
0,10750,6600,1150,2,0,0,0,0,0,0,1,0,0,0,0,0
1,2400,2100,650,3,5,5,6,0,0,0,1,1,0,0,0,0
1,9250,3650,650,3,4,5,2,0,0,0,0,1,0,0,0,0
1,8750,200,1550,2,4,4,0,0,0,0,1,1,0,0,0,0
0,5550,4050,650,5,0,0,0,0,0,0,1,0,0,0,0,0
1,4400,9450,150,2,2,4,0,0,0,0,1,0,0,0,0,0
0,8300,900,1250,5,0,0,0,0,0,0,1,0,0,0,0,0
0,9200,2900,1250,4,0,0,0,0,0,0,1,0,0,0,0,0
0,6900,8500,300,6,0,0,0,0,0,0,1,0,0,0,0,0
0,7000,5550,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,3550,7800,0,6,3,4,6,4,3,3,1,0,0,0,1,1
1,4700,5500,0,6,5,3,2,6,4,1,0,0,0,0,0,1
0,300,8250,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9050,5750,0,6,2,5,5,6,2,4,0,1,1,0,0,0
1,5400,7400,150,2,4,2,0,0,0,0,0,1,0,0,0,0
0,2300,900,1000,5,0,0,0,0,0,0,1,0,0,0,0,0
0,4550,6700,800,6,0,0,0,0,0,0,1,0,0,0,0,0
0,6150,3050,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,3500,1250,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,7100,4150,100,6,0,0,0,0,0,0,1,0,0,0,0,0
1,4200,6600,250,5,1,2,5,6,6,0,1,0,0,0,0,0
1,950,9950,1200,5,6,4,3,4,2,0,0,0,0,0,1,0
0,2100,750,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,3450,5150,1900,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6150,7300,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,1500,6600,2750,6,4,4,5,5,4,2,1,1,1,1,1,0
1,3100,4000,650,6,6,3,6,4,2,2,0,0,0,0,1,1
1,8150,400,1850,4,6,6,3,5,0,0,0,0,0,1,0,0
0,0,5150,1400,6,0,0,0,0,0,0,1,0,0,0,0,0
1,5350,1000,900,5,2,3,4,4,3,0,1,0,0,0,0,0
0,7300,1750,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,3550,2950,0,2,5,6,0,0,0,0,1,0,0,0,0,0
1,9100,6700,0,2,1,3,0,0,0,0,1,0,0,0,0,0
0,7700,1750,400,4,0,0,0,0,0,0,1,0,0,0,0,0
1,9450,2700,3100,3,3,3,4,0,0,0,1,1,0,0,0,0
0,1800,5550,1500,3,0,0,0,0,0,0,1,0,0,0,0,0
1,9700,8500,4450,4,4,5,2,4,0,0,0,1,0,0,0,0
0,8450,5700,300,5,0,0,0,0,0,0,1,0,0,0,0,0
0,1150,7250,3250,5,0,0,0,0,0,0,1,0,0,0,0,0
0,4450,1600,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,3000,5750,50,5,5,5,4,1,5,0,1,1,0,1,1,0
0,7800,2800,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,3500,8200,1500,2,5,6,0,0,0,0,1,0,0,0,0,0
1,7850,9350,0,3,2,5,1,0,0,0,0,0,1,0,0,0
0,9000,3100,1950,2,0,0,0,0,0,0,0,0,0,0,0,0
1,7400,7650,1300,2,1,2,0,0,0,0,1,0,0,0,0,0
0,6250,1850,650,2,0,0,0,0,0,0,1,0,0,0,0,0
1,2550,2250,800,6,2,6,6,1,6,6,0,1,1,0,1,1
1,6150,9000,1850,4,4,6,6,1,0,0,0,0,0,1,0,0
1,1500,1050,400,3,3,4,2,0,0,0,0,0,1,0,0,0
1,8650,50,1650,6,6,3,2,6,5,3,0,0,0,0,1,0
0,3850,7000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7850,4950,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,2700,5100,900,2,0,0,0,0,0,0,1,0,0,0,0,0
1,250,5100,450,4,5,2,1,4,0,0,0,0,1,0,0,0
1,2750,3150,200,5,3,5,2,4,4,0,0,1,0,0,0,0
0,3350,6250,400,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10250,7650,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,4250,4750,150,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2900,6900,1300,4,3,4,1,3,0,0,0,0,1,0,0,0
1,8650,2700,0,5,6,3,4,5,6,0,0,0,0,1,0,0
0,7600,4550,900,6,0,0,0,0,0,0,1,0,0,0,0,0
1,7550,3050,1600,4,6,5,6,2,0,0,0,1,0,0,0,0
1,8350,1950,0,4,5,4,6,2,0,0,1,0,0,0,0,0
0,8700,10150,9300,5,0,0,0,0,0,0,1,0,0,0,0,0
0,8100,8150,350,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2700,450,0,4,4,1,4,3,0,0,0,1,0,0,0,0
1,6650,8750,750,6,2,6,4,5,3,1,0,0,0,0,0,1
1,1700,1650,1550,2,6,5,0,0,0,0,0,1,0,0,0,0
1,3700,7400,0,6,3,2,2,6,3,4,0,1,1,0,0,0
1,7300,400,4850,4,5,2,1,3,0,0,0,0,1,0,0,0
0,1600,5650,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,7500,7650,0,5,4,1,4,2,2,0,0,1,0,0,0,0
1,1800,4850,650,2,1,5,0,0,0,0,1,0,0,0,0,0
1,7850,0,1450,2,3,1,0,0,0,0,0,1,0,0,0,0
0,6450,6650,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,8600,10750,550,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2600,4650,350,4,0,0,0,0,0,0,1,0,0,0,0,0
1,8200,8550,450,4,5,1,6,2,0,0,0,1,0,0,0,0
0,4400,2950,1100,5,0,0,0,0,0,0,1,0,0,0,0,0
0,750,4450,4850,4,0,0,0,0,0,0,1,0,0,0,0,0
1,5100,200,0,5,3,4,2,4,5,0,0,0,0,0,1,0
0,2650,3650,900,2,0,0,0,0,0,0,1,0,0,0,0,0
1,3600,2700,300,2,1,1,0,0,0,0,1,1,0,0,0,0
1,1000,2950,0,5,2,5,6,1,4,0,0,0,0,1,0,0
1,8200,4700,1950,4,6,6,2,5,0,0,0,0,0,1,0,0
1,10000,9200,2150,4,3,2,2,4,0,0,0,1,1,0,0,0
1,6350,4850,500,5,1,4,4,1,4,0,1,1,1,1,1,0
0,8050,2800,4500,6,0,0,0,0,0,0,1,0,0,0,0,0
0,6550,6100,1650,3,0,0,0,0,0,0,1,0,0,0,0,0
1,7900,4200,700,4,5,5,1,3,0,0,0,0,1,0,0,0
1,9300,5550,450,4,5,5,6,1,0,0,0,0,0,1,0,0
0,7000,8900,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,2950,3600,150,2,0,0,0,0,0,0,1,0,0,0,0,0
0,10050,4600,650,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10800,9750,0,2,6,2,0,0,0,0,1,0,0,0,0,0
0,7750,1400,350,1,0,0,0,0,0,0,0,0,0,0,0,0
0,750,9650,950,5,0,0,0,0,0,0,1,0,0,0,0,0
1,2650,800,1750,3,4,2,2,0,0,0,0,1,1,0,0,0
1,2950,850,0,6,2,5,2,2,6,5,0,1,0,0,0,1
0,1300,9300,400,2,0,0,0,0,0,0,1,0,0,0,0,0
0,5950,5250,950,3,0,0,0,0,0,0,1,0,0,0,0,0
0,8150,4800,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2250,200,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4250,9850,1000,6,1,6,5,3,5,2,1,0,0,0,0,0
0,4100,5400,1600,4,0,0,0,0,0,0,1,0,0,0,0,0
0,6550,7250,1600,6,0,0,0,0,0,0,1,0,0,0,0,0
0,5900,5850,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,2000,10650,3450,2,1,5,0,0,0,0,1,0,0,0,0,0
1,6100,2350,450,6,6,6,5,1,1,1,0,0,1,1,1,1
1,2650,6850,0,6,2,2,1,4,2,6,0,0,1,0,0,0
0,3400,1950,200,3,0,0,0,0,0,0,1,0,0,0,0,0
1,6950,8750,750,2,3,1,0,0,0,0,0,1,0,0,0,0
0,9850,7950,600,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4450,2950,2800,3,3,6,2,0,0,0,0,1,0,0,0,0
0,5650,9950,450,3,0,0,0,0,0,0,1,0,0,0,0,0
0,300,5550,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,2800,4850,900,4,5,5,6,5,0,0,1,1,0,1,0,0
1,3300,6900,900,4,5,3,2,3,0,0,1,0,0,0,0,0
